Host: mne-ubu  Current process id: 15164
./linkern -s 42 -S linkern.tour -R 1000000000 -t 18000 ./cities1k.tsp
Chained Lin-Kernighan with seed 42
Problem Name: traveling-santa-2018-prime-paths
traveling-santa-2018-prime-paths
Problem Type: TSP
Number of Nodes: 197769
Rounded Euclidean Norm (CC_EUCLIDEAN)
Time to build kdtree: 0.05
..................................................................................................................................................................................................... 908246 edges
Time to find quad 2-nearest: 0.90
Grow a Quick-Boruvka tour 
...................
Length of Quick-Boruvka Tour: 1664310972.00
Time to grow tour: 0.14
linkern ...
Starting Cycle: 1664310972
   0 Steps   Best: 1515290198   5.13 seconds
1632469 Steps   Best: 1503500678   2905.10 seconds
1632487 Steps   Best: 1503500613   2905.13 seconds
1632999 Steps   Best: 1503500613   2906.02 seconds
1633285 Steps   Best: 1503500563   2906.47 seconds
1633713 Steps   Best: 1503500450   2907.20 seconds
1633999 Steps   Best: 1503500450   2907.67 seconds
1634180 Steps   Best: 1503500264   2907.99 seconds
1634539 Steps   Best: 1503500155   2908.61 seconds
1634999 Steps   Best: 1503500155   2909.35 seconds
1635999 Steps   Best: 1503500155   2911.06 seconds
1636999 Steps   Best: 1503500155   2912.75 seconds
1637999 Steps   Best: 1503500155   2914.48 seconds
1638218 Steps   Best: 1503499246   2914.84 seconds
1638892 Steps   Best: 1503498844   2916.01 seconds
1638999 Steps   Best: 1503498844   2916.19 seconds
1639999 Steps   Best: 1503498844   2917.90 seconds
Wrote the tour to linkern.tour
1640999 Steps   Best: 1503498844   2919.63 seconds
1641885 Steps   Best: 1503498724   2921.21 seconds
1641999 Steps   Best: 1503498724   2921.39 seconds
1642300 Steps   Best: 1503498321   2921.92 seconds
1642631 Steps   Best: 1503497670   2922.47 seconds
1642999 Steps   Best: 1503497670   2923.13 seconds
1643999 Steps   Best: 1503497670   2924.87 seconds
1644601 Steps   Best: 1503497122   2925.87 seconds
1644999 Steps   Best: 1503497122   2926.53 seconds
1645999 Steps   Best: 1503497122   2928.30 seconds
1646999 Steps   Best: 1503497122   2930.01 seconds
1647999 Steps   Best: 1503497122   2931.76 seconds
1648999 Steps   Best: 1503497122   2933.51 seconds
1649999 Steps   Best: 1503497122   2935.26 seconds
Wrote the tour to linkern.tour
1650999 Steps   Best: 1503497122   2937.07 seconds
1651999 Steps   Best: 1503497122   2938.74 seconds
1652154 Steps   Best: 1503497065   2939.00 seconds
1652834 Steps   Best: 1503496466   2940.24 seconds
1652982 Steps   Best: 1503496368   2940.49 seconds
1652999 Steps   Best: 1503496368   2940.52 seconds
1653113 Steps   Best: 1503496256   2940.71 seconds
1653999 Steps   Best: 1503496256   2942.21 seconds
1654999 Steps   Best: 1503496256   2943.92 seconds
1655024 Steps   Best: 1503495855   2943.96 seconds
1655980 Steps   Best: 1503495790   2945.53 seconds
1655999 Steps   Best: 1503495790   2945.55 seconds
1656999 Steps   Best: 1503495790   2947.23 seconds
1657250 Steps   Best: 1503495623   2947.71 seconds
1657999 Steps   Best: 1503495623   2948.97 seconds
1658999 Steps   Best: 1503495623   2950.67 seconds
1659999 Steps   Best: 1503495623   2952.57 seconds
Wrote the tour to linkern.tour
1660607 Steps   Best: 1503495580   2953.82 seconds
1660999 Steps   Best: 1503495580   2954.62 seconds
1661999 Steps   Best: 1503495580   2956.66 seconds
1662252 Steps   Best: 1503495437   2957.12 seconds
1662999 Steps   Best: 1503495437   2958.41 seconds
1663999 Steps   Best: 1503495437   2960.09 seconds
1664999 Steps   Best: 1503495437   2961.80 seconds
1665999 Steps   Best: 1503495437   2963.49 seconds
1666429 Steps   Best: 1503495207   2964.20 seconds
1666999 Steps   Best: 1503495207   2965.20 seconds
1667999 Steps   Best: 1503495207   2966.83 seconds
1668999 Steps   Best: 1503495207   2968.58 seconds
1669002 Steps   Best: 1503495170   2968.59 seconds
1669999 Steps   Best: 1503495170   2970.35 seconds
Wrote the tour to linkern.tour
1670999 Steps   Best: 1503495170   2971.96 seconds
1671904 Steps   Best: 1503494804   2973.50 seconds
1671999 Steps   Best: 1503494804   2973.67 seconds
1672083 Steps   Best: 1503494761   2973.82 seconds
1672999 Steps   Best: 1503494761   2975.35 seconds
1673999 Steps   Best: 1503494761   2977.09 seconds
1674999 Steps   Best: 1503494761   2978.82 seconds
1675159 Steps   Best: 1503494696   2979.13 seconds
1675778 Steps   Best: 1503494625   2980.14 seconds
1675999 Steps   Best: 1503494625   2980.53 seconds
1676999 Steps   Best: 1503494625   2982.16 seconds
1677482 Steps   Best: 1503494347   2982.93 seconds
1677927 Steps   Best: 1503493690   2983.68 seconds
1677999 Steps   Best: 1503493690   2983.79 seconds
1678686 Steps   Best: 1503493401   2984.94 seconds
1678999 Steps   Best: 1503493401   2985.47 seconds
1679999 Steps   Best: 1503493401   2987.29 seconds
Wrote the tour to linkern.tour
1680914 Steps   Best: 1503493374   2988.98 seconds
1680999 Steps   Best: 1503493374   2989.11 seconds
1681152 Steps   Best: 1503493275   2989.35 seconds
1681999 Steps   Best: 1503493275   2990.87 seconds
1682999 Steps   Best: 1503493275   2992.55 seconds
1683999 Steps   Best: 1503493275   2994.15 seconds
1684999 Steps   Best: 1503493275   2995.84 seconds
1685683 Steps   Best: 1503493270   2997.01 seconds
1685999 Steps   Best: 1503493270   2997.60 seconds
1686999 Steps   Best: 1503493270   2999.28 seconds
1687999 Steps   Best: 1503493270   3000.98 seconds
1688999 Steps   Best: 1503493270   3002.69 seconds
1689999 Steps   Best: 1503493270   3004.49 seconds
Wrote the tour to linkern.tour
1690999 Steps   Best: 1503493270   3006.22 seconds
1691671 Steps   Best: 1503493072   3007.39 seconds
1691999 Steps   Best: 1503492908   3007.93 seconds
1692683 Steps   Best: 1503492903   3009.06 seconds
1692999 Steps   Best: 1503492903   3009.59 seconds
1693999 Steps   Best: 1503492903   3011.42 seconds
1694725 Steps   Best: 1503492650   3012.70 seconds
1694999 Steps   Best: 1503492650   3013.22 seconds
1695999 Steps   Best: 1503492650   3015.01 seconds
1696999 Steps   Best: 1503492650   3016.67 seconds
1697999 Steps   Best: 1503492650   3018.34 seconds
1698999 Steps   Best: 1503492650   3020.00 seconds
1699999 Steps   Best: 1503492650   3021.59 seconds
Wrote the tour to linkern.tour
1700112 Steps   Best: 1503492640   3021.79 seconds
1700999 Steps   Best: 1503492640   3023.31 seconds
1701999 Steps   Best: 1503492640   3025.02 seconds
1702999 Steps   Best: 1503492640   3026.79 seconds
1703999 Steps   Best: 1503492640   3028.49 seconds
1704999 Steps   Best: 1503492640   3030.19 seconds
1705999 Steps   Best: 1503492640   3031.90 seconds
1706999 Steps   Best: 1503492640   3033.58 seconds
1707163 Steps   Best: 1503492492   3033.87 seconds
1707999 Steps   Best: 1503492492   3035.29 seconds
1708999 Steps   Best: 1503492492   3037.06 seconds
1709999 Steps   Best: 1503492492   3038.81 seconds
Wrote the tour to linkern.tour
1710999 Steps   Best: 1503492492   3040.56 seconds
1711999 Steps   Best: 1503492492   3042.36 seconds
1712756 Steps   Best: 1503492198   3043.59 seconds
1712999 Steps   Best: 1503492198   3043.99 seconds
1713688 Steps   Best: 1503491513   3045.17 seconds
1713906 Steps   Best: 1503491413   3045.54 seconds
1713999 Steps   Best: 1503491413   3045.73 seconds
1714999 Steps   Best: 1503491413   3047.48 seconds
1715999 Steps   Best: 1503491413   3049.19 seconds
1716999 Steps   Best: 1503491413   3050.88 seconds
1717999 Steps   Best: 1503491413   3052.58 seconds
1718999 Steps   Best: 1503491413   3054.26 seconds
1719372 Steps   Best: 1503491065   3054.88 seconds
1719999 Steps   Best: 1503491065   3055.94 seconds
Wrote the tour to linkern.tour
1720465 Steps   Best: 1503490563   3056.68 seconds
1720999 Steps   Best: 1503490563   3057.59 seconds
1721999 Steps   Best: 1503490563   3059.33 seconds
1722759 Steps   Best: 1503490497   3060.59 seconds
1722999 Steps   Best: 1503490497   3061.04 seconds
1723161 Steps   Best: 1503490451   3061.31 seconds
1723999 Steps   Best: 1503490451   3062.77 seconds
1724999 Steps   Best: 1503490451   3064.45 seconds
1725217 Steps   Best: 1503489625   3064.83 seconds
1725925 Steps   Best: 1503489430   3066.08 seconds
1725999 Steps   Best: 1503489430   3066.21 seconds
1726376 Steps   Best: 1503489301   3066.89 seconds
1726999 Steps   Best: 1503489301   3067.95 seconds
1727999 Steps   Best: 1503489301   3069.67 seconds
1728871 Steps   Best: 1503489272   3071.10 seconds
1728999 Steps   Best: 1503489272   3071.35 seconds
1729999 Steps   Best: 1503489272   3073.01 seconds
Wrote the tour to linkern.tour
1730446 Steps   Best: 1503489125   3073.79 seconds
1730999 Steps   Best: 1503489125   3074.72 seconds
1731999 Steps   Best: 1503489125   3076.39 seconds
1732999 Steps   Best: 1503489125   3078.10 seconds
1733404 Steps   Best: 1503489052   3078.77 seconds
1733465 Steps   Best: 1503489040   3078.86 seconds
1733999 Steps   Best: 1503489040   3079.79 seconds
1734999 Steps   Best: 1503489040   3081.47 seconds
1735283 Steps   Best: 1503489036   3081.96 seconds
1735999 Steps   Best: 1503489036   3083.20 seconds
1736999 Steps   Best: 1503489036   3084.88 seconds
1737187 Steps   Best: 1503488924   3085.21 seconds
1737999 Steps   Best: 1503488924   3086.57 seconds
1738798 Steps   Best: 1503488828   3087.93 seconds
1738999 Steps   Best: 1503488828   3088.30 seconds
1739323 Steps   Best: 1503488653   3088.91 seconds
1739999 Steps   Best: 1503488653   3090.10 seconds
Wrote the tour to linkern.tour
1740999 Steps   Best: 1503488653   3091.75 seconds
1741999 Steps   Best: 1503488653   3093.43 seconds
1742248 Steps   Best: 1503488449   3093.86 seconds
1742999 Steps   Best: 1503488449   3095.17 seconds
1743999 Steps   Best: 1503488449   3096.87 seconds
1744847 Steps   Best: 1503488159   3098.28 seconds
1744999 Steps   Best: 1503488159   3098.50 seconds
1745999 Steps   Best: 1503488159   3100.36 seconds
1746914 Steps   Best: 1503487834   3101.88 seconds
1746999 Steps   Best: 1503487834   3102.02 seconds
1747963 Steps   Best: 1503487482   3103.65 seconds
1747999 Steps   Best: 1503487482   3103.72 seconds
1748999 Steps   Best: 1503487482   3105.41 seconds
1749999 Steps   Best: 1503487482   3107.20 seconds
Wrote the tour to linkern.tour
1750999 Steps   Best: 1503487482   3108.92 seconds
1751203 Steps   Best: 1503487190   3109.27 seconds
1751999 Steps   Best: 1503487190   3110.68 seconds
1752507 Steps   Best: 1503486994   3111.51 seconds
1752999 Steps   Best: 1503486994   3112.32 seconds
1753999 Steps   Best: 1503486994   3114.03 seconds
1754926 Steps   Best: 1503486962   3115.58 seconds
1754999 Steps   Best: 1503486962   3115.72 seconds
1755999 Steps   Best: 1503486962   3117.50 seconds
1756999 Steps   Best: 1503486962   3119.14 seconds
1757999 Steps   Best: 1503486962   3120.85 seconds
1758923 Steps   Best: 1503486936   3122.42 seconds
1758999 Steps   Best: 1503486936   3122.55 seconds
1759999 Steps   Best: 1503486936   3124.27 seconds
Wrote the tour to linkern.tour
1760689 Steps   Best: 1503486816   3125.42 seconds
1760857 Steps   Best: 1503485682   3125.67 seconds
1760999 Steps   Best: 1503485682   3125.93 seconds
1761999 Steps   Best: 1503485682   3127.62 seconds
1762999 Steps   Best: 1503485682   3129.33 seconds
1763172 Steps   Best: 1503485660   3129.64 seconds
1763999 Steps   Best: 1503485660   3131.05 seconds
1764424 Steps   Best: 1503485240   3131.76 seconds
1764999 Steps   Best: 1503485240   3132.80 seconds
1765999 Steps   Best: 1503485240   3134.46 seconds
1766999 Steps   Best: 1503485240   3136.14 seconds
1767999 Steps   Best: 1503485240   3137.83 seconds
1768999 Steps   Best: 1503485240   3139.51 seconds
1769999 Steps   Best: 1503485240   3141.16 seconds
Wrote the tour to linkern.tour
1770734 Steps   Best: 1503484856   3142.34 seconds
1770999 Steps   Best: 1503484856   3142.76 seconds
1771999 Steps   Best: 1503484856   3144.50 seconds
1772999 Steps   Best: 1503484856   3146.26 seconds
1773564 Steps   Best: 1503484716   3147.20 seconds
1773999 Steps   Best: 1503484716   3147.91 seconds
1774999 Steps   Best: 1503484716   3149.59 seconds
1775999 Steps   Best: 1503484716   3151.35 seconds
1776999 Steps   Best: 1503484716   3153.10 seconds
1777820 Steps   Best: 1503484026   3154.47 seconds
1777999 Steps   Best: 1503484026   3154.80 seconds
1778999 Steps   Best: 1503484026   3156.45 seconds
1779999 Steps   Best: 1503484026   3158.19 seconds
Wrote the tour to linkern.tour
1780546 Steps   Best: 1503483864   3159.12 seconds
1780999 Steps   Best: 1503483864   3159.87 seconds
1781999 Steps   Best: 1503483864   3161.50 seconds
1782999 Steps   Best: 1503483864   3163.18 seconds
1783999 Steps   Best: 1503483864   3164.96 seconds
1784999 Steps   Best: 1503483864   3166.55 seconds
1785999 Steps   Best: 1503483864   3168.16 seconds
1786542 Steps   Best: 1503483704   3169.07 seconds
1786999 Steps   Best: 1503483704   3169.83 seconds
1787165 Steps   Best: 1503483684   3170.10 seconds
1787999 Steps   Best: 1503483684   3171.49 seconds
1788999 Steps   Best: 1503483684   3173.27 seconds
1789136 Steps   Best: 1503483573   3173.52 seconds
1789999 Steps   Best: 1503483573   3174.92 seconds
Wrote the tour to linkern.tour
1790999 Steps   Best: 1503483573   3176.66 seconds
1791436 Steps   Best: 1503483525   3177.37 seconds
1791999 Steps   Best: 1503483525   3178.35 seconds
1792999 Steps   Best: 1503483525   3179.99 seconds
1793999 Steps   Best: 1503483525   3181.69 seconds
1794785 Steps   Best: 1503483460   3183.02 seconds
1794999 Steps   Best: 1503483460   3183.37 seconds
1795970 Steps   Best: 1503481981   3185.03 seconds
1795999 Steps   Best: 1503481981   3185.07 seconds
1796999 Steps   Best: 1503481981   3186.88 seconds
1797999 Steps   Best: 1503481981   3188.59 seconds
1798999 Steps   Best: 1503481981   3190.32 seconds
1799999 Steps   Best: 1503481981   3192.04 seconds
Wrote the tour to linkern.tour
1800999 Steps   Best: 1503481981   3193.70 seconds
1801999 Steps   Best: 1503481981   3195.39 seconds
1802999 Steps   Best: 1503481981   3197.09 seconds
1803999 Steps   Best: 1503481981   3198.76 seconds
1804999 Steps   Best: 1503481981   3200.47 seconds
1805999 Steps   Best: 1503481981   3202.18 seconds
1806999 Steps   Best: 1503481981   3203.87 seconds
1807999 Steps   Best: 1503481981   3205.54 seconds
1808919 Steps   Best: 1503481957   3207.16 seconds
1808999 Steps   Best: 1503481957   3207.30 seconds
1809999 Steps   Best: 1503481957   3208.95 seconds
Wrote the tour to linkern.tour
1810332 Steps   Best: 1503481695   3209.58 seconds
1810999 Steps   Best: 1503481695   3210.75 seconds
1811999 Steps   Best: 1503481695   3212.50 seconds
1812999 Steps   Best: 1503481695   3214.21 seconds
1813999 Steps   Best: 1503481695   3215.95 seconds
1814999 Steps   Best: 1503481695   3217.58 seconds
1815999 Steps   Best: 1503481695   3219.29 seconds
1816999 Steps   Best: 1503481695   3221.00 seconds
1817999 Steps   Best: 1503481695   3222.68 seconds
1818999 Steps   Best: 1503481695   3224.34 seconds
1819999 Steps   Best: 1503481695   3226.07 seconds
Wrote the tour to linkern.tour
1820090 Steps   Best: 1503481237   3226.23 seconds
1820999 Steps   Best: 1503481237   3227.79 seconds
1821146 Steps   Best: 1503481072   3228.04 seconds
1821574 Steps   Best: 1503480651   3228.78 seconds
1821999 Steps   Best: 1503480651   3229.51 seconds
1822999 Steps   Best: 1503480651   3231.14 seconds
1823999 Steps   Best: 1503480651   3232.81 seconds
1824999 Steps   Best: 1503480651   3234.53 seconds
1825999 Steps   Best: 1503480651   3236.16 seconds
1826999 Steps   Best: 1503480651   3237.85 seconds
1827999 Steps   Best: 1503480651   3239.53 seconds
1828999 Steps   Best: 1503480651   3241.24 seconds
1829999 Steps   Best: 1503480651   3243.06 seconds
Wrote the tour to linkern.tour
1830603 Steps   Best: 1503480419   3244.11 seconds
1830999 Steps   Best: 1503480419   3244.84 seconds
1831999 Steps   Best: 1503480419   3246.56 seconds
1832999 Steps   Best: 1503480419   3248.27 seconds
1833999 Steps   Best: 1503480419   3250.00 seconds
1834999 Steps   Best: 1503480419   3251.75 seconds
1835905 Steps   Best: 1503480214   3253.30 seconds
1835999 Steps   Best: 1503480214   3253.47 seconds
1836598 Steps   Best: 1503480153   3254.49 seconds
1836999 Steps   Best: 1503480153   3255.20 seconds
1837331 Steps   Best: 1503480043   3255.79 seconds
1837999 Steps   Best: 1503480043   3256.94 seconds
1838668 Steps   Best: 1503478944   3258.05 seconds
1838999 Steps   Best: 1503478944   3258.60 seconds
1839231 Steps   Best: 1503478916   3259.00 seconds
1839482 Steps   Best: 1503478806   3259.44 seconds
1839486 Steps   Best: 1503478742   3259.44 seconds
1839612 Steps   Best: 1503477810   3259.65 seconds
1839999 Steps   Best: 1503477810   3260.29 seconds
Wrote the tour to linkern.tour
1840339 Steps   Best: 1503477607   3260.94 seconds
1840402 Steps   Best: 1503476572   3261.05 seconds
1840999 Steps   Best: 1503476572   3262.10 seconds
1841999 Steps   Best: 1503476572   3263.79 seconds
1842999 Steps   Best: 1503476572   3265.51 seconds
1843999 Steps   Best: 1503476572   3267.16 seconds
1844373 Steps   Best: 1503476553   3267.76 seconds
1844999 Steps   Best: 1503476553   3268.78 seconds
1845042 Steps   Best: 1503476364   3268.86 seconds
1845999 Steps   Best: 1503476364   3270.49 seconds
1846999 Steps   Best: 1503476364   3272.18 seconds
1847999 Steps   Best: 1503476364   3273.91 seconds
1848682 Steps   Best: 1503476180   3275.04 seconds
1848999 Steps   Best: 1503476180   3275.60 seconds
1849999 Steps   Best: 1503476180   3277.31 seconds
Wrote the tour to linkern.tour
1850999 Steps   Best: 1503476180   3279.10 seconds
1851999 Steps   Best: 1503476180   3280.77 seconds
1852999 Steps   Best: 1503476180   3282.48 seconds
1853053 Steps   Best: 1503475294   3282.56 seconds
1853709 Steps   Best: 1503475145   3283.71 seconds
1853999 Steps   Best: 1503475145   3284.23 seconds
1854447 Steps   Best: 1503475002   3284.96 seconds
1854999 Steps   Best: 1503475002   3285.89 seconds
1855837 Steps   Best: 1503475000   3287.34 seconds
1855999 Steps   Best: 1503475000   3287.62 seconds
1856999 Steps   Best: 1503475000   3289.30 seconds
1857024 Steps   Best: 1503474880   3289.34 seconds
1857999 Steps   Best: 1503474880   3291.03 seconds
1858999 Steps   Best: 1503474880   3292.65 seconds
1859999 Steps   Best: 1503474880   3294.34 seconds
Wrote the tour to linkern.tour
1860999 Steps   Best: 1503474880   3296.09 seconds
1861202 Steps   Best: 1503474790   3296.43 seconds
1861999 Steps   Best: 1503474790   3297.90 seconds
1862088 Steps   Best: 1503474587   3298.05 seconds
1862686 Steps   Best: 1503474040   3299.07 seconds
1862999 Steps   Best: 1503474040   3299.64 seconds
1863354 Steps   Best: 1503473939   3300.24 seconds
1863999 Steps   Best: 1503473939   3301.38 seconds
1864999 Steps   Best: 1503473939   3303.13 seconds
1865999 Steps   Best: 1503473939   3304.85 seconds
1866623 Steps   Best: 1503473912   3305.95 seconds
1866999 Steps   Best: 1503473912   3306.60 seconds
